Fecha,Distancia(cm),Luz(0-1023)
2026-05-14T15:21:04.447619,7052,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.644034,7102,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.648296,7152,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.652249,7202,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.656415,7252,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.859880,7302,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.862285,7352,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.865380,7402,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:04.867569,7452,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:04.869506,7502,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.062812,7552,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.065231,7602,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.067661,7652,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.070038,7702,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.260287,7752,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.262526,7802,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.264704,7852,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.266560,7902,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.464998,7952,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.467249,8002,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.469859,8052,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.472070,8102,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.666929,8152,13.03,0.00,327,VERDE,OFF
2026-05-14T15:21:05.668816,8202,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:05.670640,8252,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:05.672284,8302,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:05.869732,8352,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:05.871767,8402,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:05.873534,8452,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:05.875312,8502,13.02,0.02,326,VERDE,OFF
2026-05-14T15:21:06.074312,8552,13.02,0.02,326,VERDE,OFF
2026-05-14T15:21:06.076138,8602,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:06.077724,8652,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:06.079243,8702,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:06.277495,8752,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.279630,8802,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.281561,8852,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.283445,8902,13.03,-0.02,325,VERDE,OFF
2026-05-14T15:21:06.478284,8952,13.03,-0.02,325,VERDE,OFF
2026-05-14T15:21:06.480031,9003,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.481646,9053,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.483172,9103,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.682029,9153,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.684012,9203,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:06.685804,9253,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.687668,9303,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.883955,9353,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:06.885677,9403,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:06.887293,9453,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:06.888963,9503,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:07.087123,9553,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:07.089074,9603,13.03,0.00,322,VERDE,OFF
2026-05-14T15:21:07.090860,9653,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:07.092829,9703,13.03,0.00,313,VERDE,OFF
2026-05-14T15:21:07.288703,9753,13.03,0.00,311,VERDE,OFF
2026-05-14T15:21:07.290720,9803,13.03,0.00,309,VERDE,OFF
2026-05-14T15:21:07.292595,9853,13.03,0.00,307,VERDE,OFF
2026-05-14T15:21:07.294516,9903,13.03,0.00,306,VERDE,OFF
2026-05-14T15:21:07.493069,9953,13.03,0.00,306,VERDE,OFF
2026-05-14T15:21:07.497015,10003,13.03,0.00,306,VERDE,OFF
2026-05-14T15:21:07.500503,10053,13.03,0.00,308,VERDE,OFF
2026-05-14T15:21:07.504069,10103,10.87,5.40,311,AMARILLO,ON
2026-05-14T15:21:07.698087,10153,6.11,17.30,314,AMARILLO,ON
2026-05-14T15:21:07.700791,10203,3.93,22.75,315,ROJO,ON
2026-05-14T15:21:07.703529,10253,3.31,24.30,317,ROJO,ON
2026-05-14T15:21:07.705618,10303,3.31,24.30,318,ROJO,ON
2026-05-14T15:21:07.900062,10353,3.31,24.30,320,ROJO,ON
2026-05-14T15:21:07.902084,10403,3.33,24.25,321,ROJO,ON
2026-05-14T15:21:07.904103,10454,3.33,24.25,323,ROJO,ON
2026-05-14T15:21:07.905966,10504,3.62,18.12,324,AMARILLO,ON
2026-05-14T15:21:08.097688,10554,3.82,5.73,324,AMARILLO,ON
2026-05-14T15:21:08.100890,10604,4.13,-0.50,322,VERDE,OFF
2026-05-14T15:21:08.104231,10654,4.13,-2.05,318,VERDE,OFF
2026-05-14T15:21:08.148289,10704,4.77,-3.65,317,VERDE,OFF
2026-05-14T15:21:08.151135,10754,13.43,-25.30,316,VERDE,OFF
2026-05-14T15:21:08.302425,10804,13.45,-25.30,315,VERDE,OFF
2026-05-14T15:21:08.305637,10854,13.45,-25.30,317,VERDE,OFF
2026-05-14T15:21:08.308820,10904,13.45,-24.57,316,VERDE,OFF
2026-05-14T15:21:08.526740,10954,13.45,-24.07,318,VERDE,OFF
2026-05-14T15:21:08.530114,11004,13.45,-23.30,326,VERDE,OFF
2026-05-14T15:21:08.533404,11054,13.45,-23.30,327,VERDE,OFF
2026-05-14T15:21:08.536729,11104,13.45,-21.70,328,VERDE,OFF
2026-05-14T15:21:08.539739,11154,13.45,-0.05,329,VERDE,OFF
2026-05-14T15:21:08.730880,11204,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:08.734199,11254,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:08.737483,11304,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:08.740491,11354,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:08.934456,11404,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:08.937553,11454,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:08.940897,11504,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:08.944307,11554,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:09.140531,11604,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:09.143669,11654,13.45,0.00,329,VERDE,OFF
2026-05-14T15:21:09.146703,11704,13.22,0.57,329,VERDE,OFF
2026-05-14T15:21:09.149773,11754,13.03,1.05,328,VERDE,OFF
2026-05-14T15:21:09.342701,11804,13.03,1.05,329,VERDE,OFF
2026-05-14T15:21:09.397185,11854,13.03,1.05,328,VERDE,OFF
2026-05-14T15:21:09.400854,11904,13.03,1.05,328,VERDE,OFF
2026-05-14T15:21:09.404391,11954,13.03,1.05,328,VERDE,OFF
2026-05-14T15:21:09.407596,12004,13.03,1.05,328,VERDE,OFF
2026-05-14T15:21:09.545557,12054,13.03,1.05,328,VERDE,OFF
2026-05-14T15:21:09.548985,12104,13.03,0.48,328,VERDE,OFF
2026-05-14T15:21:09.552724,12154,13.03,0.00,328,VERDE,OFF
2026-05-14T15:21:09.750926,12204,13.03,0.00,326,VERDE,OFF
2026-05-14T15:21:09.754643,12254,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:09.758242,12304,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:09.761611,12354,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:09.764964,12404,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:09.952714,12454,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:09.955616,12504,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:09.958598,12554,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.153635,12604,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.156514,12654,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.159366,12704,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.162165,12754,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.164941,12804,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.357820,12854,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.360901,12904,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.363954,12954,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.367144,13004,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.561609,13054,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.564616,13104,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.567357,13154,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.570762,13204,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.771822,13254,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.774775,13304,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.777819,13355,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.780858,13405,13.03,0.00,325,VERDE,OFF
2026-05-14T15:21:10.973049,13455,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.976112,13505,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.979123,13555,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:10.982208,13605,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:11.173423,13655,13.03,0.00,324,VERDE,OFF
2026-05-14T15:21:11.175832,13705,13.03,0.00,323,VERDE,OFF
2026-05-14T15:21:11.178290,13755,13.03,0.00,322,VERDE,OFF
2026-05-14T15:21:11.180719,13805,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.390905,13855,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:11.392882,13905,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:11.394592,13955,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:11.396360,14005,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:11.594156,14055,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:11.598074,14105,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:11.601749,14155,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:11.605512,14205,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.797963,14255,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.801905,14305,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.805551,14355,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.809102,14405,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.988877,14455,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.992508,14505,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:11.996149,14555,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.000704,14605,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.191294,14655,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.194993,14705,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.198468,14755,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.202125,14806,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.394141,14856,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.397821,14906,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.401369,14956,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.403697,15006,13.03,0.00,322,VERDE,OFF
2026-05-14T15:21:12.596108,15056,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.598325,15106,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.600450,15156,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.602516,15206,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.797927,15256,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.799960,15306,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.801951,15356,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:12.803924,15406,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.015525,15456,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.018268,15506,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.020925,15556,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.023635,15606,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.025787,15656,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.216624,15706,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.218779,15756,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.221059,15806,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.223268,15856,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.418110,15906,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.420671,15956,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.422843,16006,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.425028,16056,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.618882,16106,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.620715,16156,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.622382,16206,13.03,0.00,321,VERDE,OFF
2026-05-14T15:21:13.623987,16256,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.824230,16306,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.828223,16356,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.831743,16406,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:13.835163,16456,13.03,0.00,320,VERDE,OFF
2026-05-14T15:21:14.025483,16506,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:14.028542,16556,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.031571,16606,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.034364,16656,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.229159,16706,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.232671,16756,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.236031,16806,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.239357,16856,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.430784,16906,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.432874,16956,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.435168,17006,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.437974,17056,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.634729,17106,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.638969,17156,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.643325,17206,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.647247,17256,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.837995,17306,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.840106,17356,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.842192,17406,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:14.844195,17456,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:15.039527,17506,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:15.042850,17556,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:15.046177,17606,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.049458,17656,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.239400,17707,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:15.241625,17757,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:15.243830,17807,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.246143,17857,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.439350,17907,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.441619,17957,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.444814,18007,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.447949,18057,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.656386,18107,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.659673,18157,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.662653,18207,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.665826,18257,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.668976,18307,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.857274,18357,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.860587,18407,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.863828,18457,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:15.866975,18507,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.058229,18557,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.061279,18607,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.064436,18657,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.067259,18707,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.261560,18757,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.264596,18807,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.267770,18857,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.270346,18907,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.462947,18957,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.466161,19007,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.469115,19057,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.472126,19107,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.664192,19158,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.666479,19208,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.668819,19258,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.671707,19308,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.864316,19358,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.868289,19408,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:16.871278,19458,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:16.874345,19508,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.067348,19558,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.070659,19608,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.074429,19658,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.077752,19708,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:17.269066,19758,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.272682,19808,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.276707,19858,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.280153,19908,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.470928,19958,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.473011,20008,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.474905,20058,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.476703,20108,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.675275,20158,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.678850,20208,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.681435,20258,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.683540,20308,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.882438,20358,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.884476,20408,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.886703,20458,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:17.889882,20508,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.087424,20558,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.089633,20608,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.091432,20658,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.093173,20708,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.291337,20758,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.293897,20808,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.296509,20858,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:18.298302,20908,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:18.495101,20958,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:18.497286,21008,13.02,0.02,317,VERDE,OFF
2026-05-14T15:21:18.499511,21058,13.02,0.02,317,VERDE,OFF
2026-05-14T15:21:18.501749,21108,13.02,0.02,317,VERDE,OFF
2026-05-14T15:21:18.696851,21158,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:18.698812,21208,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:18.700576,21258,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:18.702543,21308,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:18.904840,21358,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:18.907185,21408,13.03,-0.02,316,VERDE,OFF
2026-05-14T15:21:18.909057,21458,13.03,-0.02,316,VERDE,OFF
2026-05-14T15:21:18.910891,21508,13.03,-0.02,316,VERDE,OFF
2026-05-14T15:21:19.105207,21558,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.107301,21608,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.109125,21658,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.111015,21708,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.310531,21758,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.314022,21808,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.316058,21858,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.317874,21908,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.319610,21958,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.510570,22008,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.513434,22059,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.515489,22109,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.517377,22159,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.713002,22209,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.715174,22259,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.717096,22309,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.718877,22359,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.917075,22409,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.919885,22459,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.922392,22509,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:19.924722,22559,13.03,0.00,315,VERDE,OFF
2026-05-14T15:21:20.124135,22609,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.127868,22659,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.131243,22709,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.133323,22759,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.326896,22809,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.330441,22859,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.333434,22909,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.335414,22959,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:20.527808,23009,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:20.529681,23059,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:20.531338,23109,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:20.534758,23159,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:20.734540,23209,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:20.738739,23259,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:20.742123,23309,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:20.745845,23359,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:20.936220,23409,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:20.939914,23459,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:20.944000,23510,13.03,0.00,319,VERDE,OFF
2026-05-14T15:21:20.948024,23560,13.03,0.00,319,VERDE,OFF
2026-05-14T15:21:21.142643,23610,13.03,0.00,319,VERDE,OFF
2026-05-14T15:21:21.146360,23660,13.03,0.00,319,VERDE,OFF
2026-05-14T15:21:21.149782,23710,13.03,0.00,319,VERDE,OFF
2026-05-14T15:21:21.153301,23760,13.03,0.00,318,VERDE,OFF
2026-05-14T15:21:21.344616,23810,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.348043,23860,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.351278,23910,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:21.354683,23960,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:21.548169,24010,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.551889,24060,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.555839,24110,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.559342,24160,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.751612,24210,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:21.755378,24260,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.758958,24310,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.762459,24360,13.03,0.00,317,VERDE,OFF
2026-05-14T15:21:21.953046,24410,13.03,0.00,316,VERDE,OFF
2026-05-14T15:21:21.956590,24460,13.03,0.00,314,VERDE,OFF
2026-05-14T15:21:21.959980,24510,13.03,0.00,312,VERDE,OFF
2026-05-14T15:21:21.963260,24560,13.03,0.00,311,VERDE,OFF
2026-05-14T15:21:22.156393,24610,13.03,0.00,310,VERDE,OFF
2026-05-14T15:21:22.160102,24660,13.03,0.00,309,VERDE,OFF
2026-05-14T15:21:22.163716,24710,13.03,0.00,310,VERDE,OFF
2026-05-14T15:21:22.167427,24760,13.03,0.00,312,VERDE,OFF
2026-05-14T15:21:22.171982,24810,13.03,0.00,314,VERDE,OFF
2026-05-14T15:21:22.360730,24860,13.03,0.00,314,VERDE,OFF
2026-05-14T15:21:22.364361,24910,13.03,0.00,313,VERDE,OFF
2026-05-14T15:21:22.367683,24960,13.03,0.00,312,VERDE,OFF
2026-05-14T15:21:22.371087,25010,13.03,0.00,311,VERDE,OFF
2026-05-14T15:21:22.562276,25060,13.03,0.00,309,VERDE,OFF
2026-05-14T15:21:22.564208,25110,13.03,0.00,307,VERDE,OFF
2026-05-14T15:21:22.565879,25160,13.03,0.00,306,VERDE,OFF
2026-05-14T15:21:22.752434,25210,13.03,0.00,304,VERDE,OFF
2026-05-14T15:21:22.755669,25260,13.03,0.00,302,VERDE,OFF
2026-05-14T15:21:22.758666,25310,13.03,0.00,301,VERDE,OFF
2026-05-14T15:21:22.761590,25360,13.03,0.00,298,VERDE,OFF
